image,date,time,lat,lon,alt,pitch,roll,azimuth,GPS_speed
DSC00003.JPG,2020/04/30,"04:47:07,00",61.521366000,30.339928000,18.300,0.500,0.000,140.000,0.000
DSC00004.JPG,2020/04/30,"04:47:07,00",61.521366000,30.339928000,18.300,0.500,0.000,140.000,0.000
DSC00005.JPG,2020/04/30,"04:47:09,00",61.521366000,30.339930000,18.400,0.600,-0.400,140.000,0.000
DSC00006.JPG,2020/04/30,"04:47:10,00",61.521366000,30.339931000,18.600,0.600,-0.500,140.000,0.000
DSC00007.JPG,2020/04/30,"05:00:10,00",61.503338000,30.437277000,295.600,0.700,1.800,97.000,81.360
DSC00008.JPG,2020/04/30,"05:00:11,00",61.503239000,30.437824000,296.000,0.600,1.800,102.000,82.080
DSC00009.JPG,2020/04/30,"05:00:12,00",61.503143000,30.438366000,296.200,-0.200,0.300,100.000,82.080
DSC00010.JPG,2020/04/30,"05:00:13,00",61.503056000,30.438856000,295.800,-2.200,1.000,100.000,79.920
DSC00011.JPG,2020/04/30,"05:00:15,00",61.502953000,30.439390000,295.600,1.400,0.800,99.000,80.280
DSC00012.JPG,2020/04/30,"05:00:16,00",61.502850000,30.439970000,295.500,0.500,1.300,100.000,78.840
DSC00013.JPG,2020/04/30,"05:00:17,00",61.502750000,30.440500000,295.000,1.100,1.000,103.000,78.120
DSC00014.JPG,2020/04/30,"05:00:18,00",61.502655000,30.440985000,294.800,-0.900,2.000,102.000,75.600
DSC00015.JPG,2020/04/30,"05:00:19,00",61.502556000,30.441532000,295.600,-1.500,2.800,104.000,79.560
DSC00016.JPG,2020/04/30,"05:00:21,00",61.502472000,30.442028000,297.200,1.600,0.000,103.000,80.280
DSC00017.JPG,2020/04/30,"05:00:22,00",61.502380000,30.442587000,297.500,1.700,0.900,101.000,78.120
DSC00018.JPG,2020/04/30,"05:00:23,00",61.502285000,30.443151000,296.400,1.100,0.000,103.000,86.040
DSC00019.JPG,2020/04/30,"05:00:24,00",61.502193000,30.443665000,295.300,0.400,0.300,99.000,84.600
DSC00020.JPG,2020/04/30,"05:00:25,00",61.502090000,30.444218000,294.600,-3.900,2.400,101.000,87.120
DSC00021.JPG,2020/04/30,"05:00:27,00",61.502010000,30.444679000,296.300,-1.900,0.600,104.000,81.000
DSC00022.JPG,2020/04/30,"05:00:28,00",61.501907000,30.445295000,298.100,4.600,-0.100,100.000,78.480
DSC00023.JPG,2020/04/30,"05:00:29,00",61.501827000,30.445761000,297.900,0.800,-0.500,104.000,78.120
DSC00024.JPG,2020/04/30,"05:00:31,00",61.501728000,30.446327000,296.700,3.500,-1.100,103.000,77.040
DSC00025.JPG,2020/04/30,"05:00:32,00",61.501633000,30.446859000,295.800,1.200,2.300,104.000,76.320
DSC00026.JPG,2020/04/30,"05:00:33,00",61.501530000,30.447405000,295.700,0.300,2.000,105.000,78.120
DSC00027.JPG,2020/04/30,"05:00:34,00",61.501431000,30.447905000,295.600,-1.700,1.400,103.000,79.200
DSC00028.JPG,2020/04/30,"05:00:35,00",61.501328000,30.448456000,295.300,-0.700,1.200,99.000,82.440
DSC00029.JPG,2020/04/30,"05:00:37,00",61.501240000,30.448940000,295.400,0.100,0.900,105.000,84.240
DSC00030.JPG,2020/04/30,"05:00:38,00",61.501133000,30.449469000,295.600,0.800,0.000,102.000,81.000
DSC00031.JPG,2020/04/30,"05:00:39,00",61.501015000,30.450048000,296.000,0.400,0.800,105.000,78.120
DSC00032.JPG,2020/04/30,"05:00:40,00",61.500912000,30.450569000,296.500,-2.100,0.600,101.000,76.320
DSC00033.JPG,2020/04/30,"05:00:42,00",61.500813000,30.451044000,296.300,-1.200,0.600,99.000,76.680
DSC00034.JPG,2020/04/30,"05:00:43,00",61.500706000,30.451591000,296.100,2.000,2.100,103.000,78.480
DSC00035.JPG,2020/04/30,"05:00:44,00",61.500595000,30.452145000,296.500,4.100,-0.100,103.000,79.560
DSC00036.JPG,2020/04/30,"05:00:45,00",61.500492000,30.452648000,296.000,0.500,1.300,104.000,81.000
DSC00037.JPG,2020/04/30,"05:00:46,00",61.500374000,30.453203000,295.900,-0.900,1.900,102.000,83.520
DSC00038.JPG,2020/04/30,"05:00:48,00",61.500263000,30.453682000,295.900,-0.500,0.500,100.000,83.880
DSC00039.JPG,2020/04/30,"05:00:49,00",61.500145000,30.454210000,294.900,-3.800,1.800,106.000,82.800
DSC00040.JPG,2020/04/30,"05:00:50,00",61.500031000,30.454733000,295.900,0.600,0.800,106.000,81.360
DSC00041.JPG,2020/04/30,"05:00:51,00",61.499924000,30.455240000,297.400,0.800,-0.900,109.000,80.280
DSC00042.JPG,2020/04/30,"05:00:53,00",61.499802000,30.455795000,297.400,3.300,-1.300,108.000,82.800
DSC00043.JPG,2020/04/30,"05:00:54,00",61.499714000,30.456280000,297.000,-1.400,-0.300,110.000,81.360
DSC00044.JPG,2020/04/30,"05:00:55,00",61.499584000,30.456802000,297.800,-5.000,-1.500,106.000,80.280
DSC00045.JPG,2020/04/30,"05:00:57,00",61.499481000,30.457336000,297.400,-1.800,-1.400,103.000,79.560
DSC00046.JPG,2020/04/30,"05:00:58,00",61.499393000,30.457850000,297.100,1.400,-1.600,104.000,79.560
DSC00047.JPG,2020/04/30,"05:00:59,00",61.499294000,30.458372000,297.000,0.600,-1.300,108.000,79.200
DSC00048.JPG,2020/04/30,"05:01:01,00",61.499207000,30.458927000,297.300,-0.500,-0.200,104.000,75.960
DSC00049.JPG,2020/04/30,"05:01:02,00",61.499111000,30.459433000,296.700,0.300,0.500,103.000,75.600
DSC00050.JPG,2020/04/30,"05:01:04,00",61.499020000,30.459957000,296.100,2.400,1.000,109.000,76.680
DSC00051.JPG,2020/04/30,"05:01:05,00",61.498936000,30.460476000,295.900,0.200,2.100,100.000,74.880
DSC00052.JPG,2020/04/30,"05:01:06,00",61.498848000,30.461008000,295.600,3.900,1.800,105.000,74.880
DSC00053.JPG,2020/04/30,"05:01:08,00",61.498756000,30.461596000,294.900,2.500,2.800,105.000,75.600
DSC00054.JPG,2020/04/30,"05:01:09,00",61.498638000,30.462149000,294.600,1.100,4.100,104.000,74.520
DSC00055.JPG,2020/04/30,"05:01:10,00",61.498550000,30.462616000,294.800,-1.100,2.900,105.000,77.040
DSC00056.JPG,2020/04/30,"05:01:12,00",61.498447000,30.463133000,294.800,-1.800,2.900,102.000,78.120
DSC00057.JPG,2020/04/30,"05:01:13,00",61.498337000,30.463709000,294.900,-1.300,3.100,102.000,79.200
DSC00058.JPG,2020/04/30,"05:01:14,00",61.498238000,30.464239000,295.100,0.800,2.600,101.000,79.920
DSC00059.JPG,2020/04/30,"05:01:15,00",61.498150000,30.464727000,295.200,0.600,2.700,101.000,80.280
DSC00060.JPG,2020/04/30,"05:01:17,00",61.498035000,30.465263000,295.600,-0.300,1.800,104.000,80.640
DSC00061.JPG,2020/04/30,"05:01:18,00",61.497936000,30.465742000,295.600,-0.900,1.300,101.000,79.920
DSC00062.JPG,2020/04/30,"05:01:19,00",61.497826000,30.466284000,295.600,0.100,1.200,101.000,82.080
DSC00063.JPG,2020/04/30,"05:01:20,00",61.497711000,30.466827000,295.300,-0.100,1.200,101.000,80.640
DSC00064.JPG,2020/04/30,"05:01:21,00",61.497608000,30.467321000,295.000,-0.300,1.900,101.000,81.000
DSC00065.JPG,2020/04/30,"05:01:23,00",61.497494000,30.467863000,294.600,0.600,1.400,103.000,82.080
DSC00066.JPG,2020/04/30,"05:01:24,00",61.497383000,30.468393000,294.000,-0.300,0.800,104.000,82.080
DSC00067.JPG,2020/04/30,"05:01:25,00",61.497261000,30.468857000,293.600,-1.300,2.800,107.000,80.280
DSC00068.JPG,2020/04/30,"05:01:26,00",61.497128000,30.469372000,294.100,-0.300,2.100,105.000,78.480
DSC00069.JPG,2020/04/30,"05:01:28,00",61.497013000,30.469948000,295.300,-3.200,1.100,102.000,81.720
DSC00070.JPG,2020/04/30,"05:01:29,00",61.496922000,30.470400000,296.300,-1.600,-1.300,102.000,81.720
DSC00071.JPG,2020/04/30,"05:01:30,00",61.496815000,30.470913000,296.100,-1.200,0.000,100.000,78.480
DSC00072.JPG,2020/04/30,"05:01:31,00",61.496700000,30.471493000,296.100,1.700,1.000,106.000,78.120
DSC00073.JPG,2020/04/30,"05:01:33,00",61.496601000,30.472027000,296.600,1.200,0.500,102.000,78.120
DSC00074.JPG,2020/04/30,"05:01:34,00",61.496510000,30.472570000,296.300,1.900,-0.300,104.000,78.840
DSC00075.JPG,2020/04/30,"05:01:35,00",61.496399000,30.473070000,296.500,-3.200,1.500,99.000,83.160
DSC00076.JPG,2020/04/30,"05:01:36,00",61.496296000,30.473627000,297.100,-3.000,0.000,98.000,83.880
DSC00077.JPG,2020/04/30,"05:01:37,00",61.496208000,30.474134000,297.200,3.100,-1.600,98.000,82.440
DSC00078.JPG,2020/04/30,"05:01:39,00",61.496113000,30.474684000,296.400,0.500,0.000,98.000,80.280
DSC00079.JPG,2020/04/30,"05:01:40,00",61.496017000,30.475243000,295.700,0.000,1.500,104.000,83.520
DSC00080.JPG,2020/04/30,"05:01:41,00",61.495911000,30.475723000,296.900,-2.900,0.200,97.000,81.720
DSC00081.JPG,2020/04/30,"05:01:42,00",61.495815000,30.476259000,297.200,-4.400,0.300,100.000,81.360
DSC00082.JPG,2020/04/30,"05:01:43,00",61.495731000,30.476740000,296.900,-0.300,-0.800,96.000,80.640
DSC00083.JPG,2020/04/30,"05:01:45,00",61.495636000,30.477312000,296.100,1.100,0.400,100.000,80.640
DSC00084.JPG,2020/04/30,"05:01:46,00",61.495544000,30.477831000,296.000,2.000,0.600,100.000,76.680
DSC00085.JPG,2020/04/30,"05:01:47,00",61.495449000,30.478348000,296.300,0.700,0.900,98.000,76.680
DSC00086.JPG,2020/04/30,"05:01:49,00",61.495354000,30.478926000,297.200,1.400,-1.800,103.000,79.200
DSC00087.JPG,2020/04/30,"05:01:50,00",61.495274000,30.479446000,297.000,-0.900,0.900,95.000,77.040
DSC00088.JPG,2020/04/30,"05:01:51,00",61.495155000,30.480024000,296.900,0.700,0.000,97.000,79.560
DSC00089.JPG,2020/04/30,"05:01:52,00",61.495064000,30.480511000,295.900,2.300,0.300,101.000,80.280
DSC00090.JPG,2020/04/30,"05:01:54,00",61.494968000,30.481037000,295.100,-2.900,2.000,97.000,78.120
DSC00091.JPG,2020/04/30,"05:01:55,00",61.494873000,30.481512000,295.400,0.500,2.300,99.000,78.480
DSC00092.JPG,2020/04/30,"05:01:56,00",61.494778000,30.482044000,296.000,3.100,1.200,99.000,79.200
DSC00093.JPG,2020/04/30,"05:01:57,00",61.494656000,30.482632000,296.300,2.600,0.500,101.000,78.840
DSC00094.JPG,2020/04/30,"05:01:59,00",61.494545000,30.483160000,296.400,3.600,1.500,102.000,78.840
DSC00095.JPG,2020/04/30,"05:02:00,00",61.494431000,30.483627000,295.900,0.500,-0.100,104.000,77.760
DSC00096.JPG,2020/04/30,"05:02:01,00",61.494308000,30.484163000,296.300,2.500,1.600,108.000,80.640
DSC00097.JPG,2020/04/30,"05:02:02,00",61.494179000,30.484695000,296.700,0.300,-0.200,107.000,82.800
DSC00098.JPG,2020/04/30,"05:02:03,00",61.494068000,30.485176000,296.300,2.700,0.400,107.000,81.000
DSC00099.JPG,2020/04/30,"05:02:05,00",61.493935000,30.485699000,296.000,-0.900,1.300,106.000,78.840
DSC00100.JPG,2020/04/30,"05:02:06,00",61.493816000,30.486160000,295.900,1.200,1.800,105.000,79.920
DSC00101.JPG,2020/04/30,"05:02:07,00",61.493679000,30.486675000,295.800,3.000,0.900,105.000,78.120
DSC00102.JPG,2020/04/30,"05:02:08,00",61.493538000,30.487188000,295.700,0.900,1.800,108.000,79.200
DSC00103.JPG,2020/04/30,"05:02:09,00",61.493401000,30.487652000,296.000,2.200,1.000,111.000,79.200
DSC00104.JPG,2020/04/30,"05:02:11,00",61.493248000,30.488060000,296.300,-1.900,0.800,109.000,82.800
DSC00105.JPG,2020/04/30,"05:02:12,00",61.493130000,30.488552000,297.000,-1.300,0.200,111.000,78.480
DSC00106.JPG,2020/04/30,"05:02:13,00",61.492966000,30.488997000,297.300,-0.600,0.500,109.000,77.760
DSC00107.JPG,2020/04/30,"05:02:14,00",61.492821000,30.489601000,297.400,0.200,-0.700,112.000,83.160
DSC00108.JPG,2020/04/30,"05:02:15,00",61.492687000,30.490061000,296.200,-1.800,-0.700,112.000,80.640
DSC00109.JPG,2020/04/30,"05:02:17,00",61.492554000,30.490566000,295.900,-1.300,0.600,112.000,77.400
DSC00110.JPG,2020/04/30,"05:02:18,00",61.492432000,30.491032000,296.000,1.300,2.100,110.000,78.480
DSC00111.JPG,2020/04/30,"05:02:19,00",61.492290000,30.491556000,297.100,2.600,1.100,111.000,78.480
DSC00112.JPG,2020/04/30,"05:02:20,00",61.492157000,30.492081000,297.900,1.900,0.000,112.000,80.640
DSC00113.JPG,2020/04/30,"05:02:21,00",61.492023000,30.492496000,298.600,1.800,-0.900,113.000,81.000
DSC00114.JPG,2020/04/30,"05:02:23,00",61.491913000,30.492971000,298.300,-1.100,-1.200,112.000,81.000
DSC00115.JPG,2020/04/30,"05:02:24,00",61.491760000,30.493496000,298.100,-3.600,-0.600,112.000,82.800
DSC00116.JPG,2020/04/30,"05:02:25,00",61.491638000,30.493967000,297.200,7.000,-0.200,107.000,82.080
DSC00117.JPG,2020/04/30,"05:02:26,00",61.491493000,30.494495000,296.600,24.100,-1.400,117.000,82.440
DSC00118.JPG,2020/04/30,"05:02:27,00",61.491299000,30.494984000,295.600,25.100,-0.300,128.000,84.600
DSC00119.JPG,2020/04/30,"05:02:28,00",61.491112000,30.495323000,294.400,26.000,-0.300,147.000,82.440
DSC00120.JPG,2020/04/30,"05:02:29,00",61.490864000,30.495586000,294.400,22.000,2.000,158.000,81.720
DSC00121.JPG,2020/04/30,"05:02:30,00",61.490623000,30.495792000,295.900,20.500,0.100,168.000,81.720
DSC00122.JPG,2020/04/30,"05:02:31,00",61.490383000,30.495909000,296.400,17.400,0.000,176.000,78.120
DSC00123.JPG,2020/04/30,"05:02:33,00",61.490070000,30.495972000,296.500,17.400,0.900,183.000,76.680
DSC00124.JPG,2020/04/30,"05:02:34,00",61.489815000,30.495960000,296.700,16.200,0.400,190.000,78.480
DSC00125.JPG,2020/04/30,"05:02:35,00",61.489559000,30.495895000,296.500,13.100,0.000,198.000,77.040
DSC00126.JPG,2020/04/30,"05:02:36,00",61.489281000,30.495760000,296.000,11.800,1.300,207.000,80.280
DSC00127.JPG,2020/04/30,"05:02:37,00",61.489040000,30.495600000,295.800,4.700,2.900,212.000,79.560
DSC00128.JPG,2020/04/30,"05:02:38,00",61.488804000,30.495413000,296.300,-2.500,1.800,208.000,74.880
DSC00129.JPG,2020/04/30,"05:02:39,00",61.488506000,30.495173000,296.500,0.400,1.500,211.000,77.760
DSC00130.JPG,2020/04/30,"05:02:40,00",61.488274000,30.494978000,296.800,-7.400,0.300,208.000,79.200
DSC00131.JPG,2020/04/30,"05:02:41,00",61.487976000,30.494793000,297.000,-6.400,0.900,205.000,75.600
DSC00132.JPG,2020/04/30,"05:02:42,00",61.487732000,30.494583000,297.100,-6.400,1.800,206.000,74.160
DSC00133.JPG,2020/04/30,"05:02:43,00",61.487480000,30.494431000,296.900,-11.000,1.400,202.000,75.960
DSC00134.JPG,2020/04/30,"05:02:44,00",61.487221000,30.494301000,296.000,-9.900,2.300,196.000,78.120
DSC00135.JPG,2020/04/30,"05:02:45,00",61.486958000,30.494200000,295.500,-13.900,1.800,195.000,81.000
DSC00136.JPG,2020/04/30,"05:02:46,00",61.486687000,30.494141000,295.500,-20.400,0.600,185.000,80.280
DSC00137.JPG,2020/04/30,"05:02:47,00",61.486423000,30.494144000,295.500,-24.300,1.100,180.000,79.920
DSC00138.JPG,2020/04/30,"05:02:48,00",61.486130000,30.494217000,294.200,-24.600,-0.500,161.000,81.720
DSC00139.JPG,2020/04/30,"05:02:49,00",61.485882000,30.494404000,294.100,-9.600,2.800,155.000,81.360
DSC00140.JPG,2020/04/30,"05:02:50,00",61.485649000,30.494608000,294.800,2.300,3.300,154.000,80.280
DSC00141.JPG,2020/04/30,"05:02:52,00",61.485416000,30.494812000,295.300,1.100,1.900,158.000,77.760
DSC00142.JPG,2020/04/30,"05:02:53,00",61.485130000,30.495064000,295.300,-4.300,2.600,154.000,77.040
DSC00143.JPG,2020/04/30,"05:02:54,00",61.484901000,30.495275000,295.200,-2.900,2.700,152.000,77.040
DSC00144.JPG,2020/04/30,"05:02:55,00",61.484650000,30.495527000,295.400,-3.400,2.800,150.000,76.680
DSC00145.JPG,2020/04/30,"05:02:56,00",61.484421000,30.495768000,295.500,-0.900,2.200,148.000,77.400
DSC00146.JPG,2020/04/30,"05:02:57,00",61.484138000,30.496016000,295.400,0.600,2.400,148.000,77.760
DSC00147.JPG,2020/04/30,"05:02:58,00",61.483913000,30.496332000,295.400,0.600,2.300,147.000,80.280
DSC00148.JPG,2020/04/30,"05:02:59,00",61.483688000,30.496584000,295.100,0.500,1.700,147.000,80.280
DSC00149.JPG,2020/04/30,"05:03:00,00",61.483463000,30.496836000,294.900,1.800,2.300,149.000,79.920
DSC00150.JPG,2020/04/30,"05:03:01,00",61.483185000,30.497149000,294.400,0.100,3.200,147.000,79.920
DSC00151.JPG,2020/04/30,"05:03:02,00",61.482956000,30.497396000,294.300,4.700,2.900,149.000,80.280
DSC00152.JPG,2020/04/30,"05:03:03,00",61.482727000,30.497629000,294.400,7.700,2.000,150.000,79.920
DSC00153.JPG,2020/04/30,"05:03:04,00",61.482464000,30.497873000,294.600,21.100,1.300,155.000,78.480
DSC00154.JPG,2020/04/30,"05:03:05,00",61.482216000,30.498035000,294.200,26.000,1.300,170.000,78.120
DSC00155.JPG,2020/04/30,"05:03:06,00",61.481953000,30.498121000,294.100,24.200,3.500,181.000,78.480
DSC00156.JPG,2020/04/30,"05:03:07,00",61.481667000,30.498121000,294.600,22.200,1.900,190.000,81.000
DSC00157.JPG,2020/04/30,"05:03:08,00",61.481400000,30.498043000,294.500,21.500,1.400,203.000,81.360
DSC00158.JPG,2020/04/30,"05:03:09,00",61.481133000,30.497896000,294.500,19.900,2.700,210.000,80.640
DSC00159.JPG,2020/04/30,"05:03:10,00",61.480873000,30.497681000,295.700,19.000,2.200,217.000,81.000
DSC00160.JPG,2020/04/30,"05:03:11,00",61.480640000,30.497404000,296.300,16.800,0.900,224.000,81.360
DSC00161.JPG,2020/04/30,"05:03:12,00",61.480415000,30.497087000,296.000,18.900,1.000,232.000,81.000
DSC00162.JPG,2020/04/30,"05:03:13,00",61.480213000,30.496716000,295.800,20.300,2.000,241.000,82.800
DSC00163.JPG,2020/04/30,"05:03:14,00",61.480038000,30.496300000,295.500,19.100,1.100,250.000,83.160
DSC00164.JPG,2020/04/30,"05:03:15,00",61.479893000,30.495855000,295.300,20.200,1.800,259.000,81.360
DSC00165.JPG,2020/04/30,"05:03:16,00",61.479782000,30.495380000,295.800,20.500,1.200,269.000,81.720
DSC00166.JPG,2020/04/30,"05:03:18,00",61.479687000,30.494770000,296.200,20.800,1.000,279.000,80.640
DSC00167.JPG,2020/04/30,"05:03:19,00",61.479649000,30.494280000,296.300,20.100,1.400,288.000,80.640
DSC00168.JPG,2020/04/30,"05:03:20,00",61.479645000,30.493689000,296.700,20.400,-0.500,299.000,82.080
