image,date,time,lat,lon,alt,pitch,roll,azimuth,GPS_speed
DSC00335.JPG,2020/04/30,"05:06:33,00",61.463215000,30.468960000,295.100,-0.400,-0.300,330.000,81.000
DSC00336.JPG,2020/04/30,"05:06:35,00",61.463455000,30.468763000,294.600,-0.600,-1.000,332.000,82.080
DSC00337.JPG,2020/04/30,"05:06:36,00",61.463741000,30.468592000,294.400,2.000,-0.900,334.000,82.800
DSC00338.JPG,2020/04/30,"05:06:38,00",61.463978000,30.468369000,293.800,-2.400,-1.100,333.000,83.520
DSC00339.JPG,2020/04/30,"05:06:39,00",61.464230000,30.468182000,293.300,-2.000,-0.300,329.000,78.840
DSC00340.JPG,2020/04/30,"05:06:41,00",61.464481000,30.467953000,293.400,-1.800,-0.500,330.000,79.200
DSC00341.JPG,2020/04/30,"05:06:42,00",61.464729000,30.467712000,293.000,1.400,0.100,327.000,78.480
DSC00342.JPG,2020/04/30,"05:06:44,00",61.464985000,30.467482000,293.200,2.800,-0.300,326.000,79.920
DSC00343.JPG,2020/04/30,"05:06:45,00",61.465240000,30.467239000,293.200,2.400,-0.800,330.000,83.160
DSC00344.JPG,2020/04/30,"05:06:47,00",61.465481000,30.467045000,293.400,1.200,-0.500,332.000,81.360
DSC00345.JPG,2020/04/30,"05:06:48,00",61.465759000,30.466864000,293.700,1.000,-1.100,328.000,79.560
DSC00346.JPG,2020/04/30,"05:06:50,00",61.465996000,30.466637000,294.000,0.500,-0.500,330.000,81.000
DSC00347.JPG,2020/04/30,"05:06:51,00",61.466228000,30.466455000,293.900,1.400,-0.300,334.000,81.000
DSC00348.JPG,2020/04/30,"05:06:53,00",61.466507000,30.466251000,293.500,2.100,-0.700,336.000,79.920
DSC00349.JPG,2020/04/30,"05:06:54,00",61.466736000,30.466084000,292.700,-0.200,0.400,334.000,79.560
DSC00350.JPG,2020/04/30,"05:06:56,00",61.467014000,30.465879000,291.400,-3.500,2.100,329.000,75.240
DSC00351.JPG,2020/04/30,"05:06:57,00",61.467281000,30.465679000,291.900,-2.400,0.300,337.000,81.000
DSC00352.JPG,2020/04/30,"05:06:59,00",61.467522000,30.465500000,291.500,3.800,2.800,335.000,78.480
DSC00353.JPG,2020/04/30,"05:07:00,00",61.467777000,30.465300000,293.100,1.400,0.100,334.000,77.040
DSC00354.JPG,2020/04/30,"05:07:02,00",61.468029000,30.465090000,292.800,-1.100,0.300,333.000,75.960
DSC00355.JPG,2020/04/30,"05:07:04,00",61.468285000,30.464878000,292.900,-1.400,1.100,331.000,74.880
DSC00356.JPG,2020/04/30,"05:07:05,00",61.468536000,30.464636000,293.600,2.600,0.300,331.000,77.400
DSC00357.JPG,2020/04/30,"05:07:07,00",61.468765000,30.464439000,293.000,4.700,0.300,335.000,78.480
DSC00358.JPG,2020/04/30,"05:07:08,00",61.469032000,30.464233000,293.000,-0.300,0.300,335.000,79.920
DSC00359.JPG,2020/04/30,"05:07:10,00",61.469280000,30.464048000,292.600,-3.100,0.500,335.000,79.920
DSC00360.JPG,2020/04/30,"05:07:11,00",61.469513000,30.463856000,292.100,-1.400,1.000,326.000,81.360
DSC00361.JPG,2020/04/30,"05:07:13,00",61.469769000,30.463633000,291.600,4.100,2.700,331.000,75.960
DSC00362.JPG,2020/04/30,"05:07:14,00",61.470032000,30.463428000,291.600,-2.600,3.200,330.000,77.400
DSC00363.JPG,2020/04/30,"05:07:16,00",61.470299000,30.463228000,292.600,2.500,1.300,330.000,77.400
DSC00364.JPG,2020/04/30,"05:07:17,00",61.470531000,30.463057000,291.900,1.100,1.700,335.000,81.000
DSC00365.JPG,2020/04/30,"05:07:19,00",61.470798000,30.462885000,291.800,-2.700,1.900,334.000,82.800
DSC00366.JPG,2020/04/30,"05:07:21,00",61.471043000,30.462717000,292.700,0.500,1.400,335.000,78.120
DSC00367.JPG,2020/04/30,"05:07:22,00",61.471321000,30.462521000,293.500,-3.900,0.700,333.000,78.840
DSC00368.JPG,2020/04/30,"05:07:24,00",61.471554000,30.462324000,293.700,0.300,-0.100,330.000,81.000
DSC00369.JPG,2020/04/30,"05:07:25,00",61.471817000,30.462103000,293.100,3.200,0.400,332.000,79.920
DSC00370.JPG,2020/04/30,"05:07:27,00",61.472069000,30.461901000,292.700,-0.700,0.700,336.000,81.720
DSC00371.JPG,2020/04/30,"05:07:29,00",61.472328000,30.461697000,292.100,0.100,1.700,333.000,78.840
DSC00372.JPG,2020/04/30,"05:07:30,00",61.472576000,30.461479000,292.500,2.900,1.600,332.000,80.640
DSC00373.JPG,2020/04/30,"05:07:32,00",61.472809000,30.461288000,292.500,-1.200,1.000,334.000,79.200
DSC00374.JPG,2020/04/30,"05:07:34,00",61.473095000,30.461084000,292.300,1.100,1.300,333.000,78.840
DSC00375.JPG,2020/04/30,"05:07:35,00",61.473339000,30.460844000,292.100,1.400,0.800,334.000,79.560
DSC00376.JPG,2020/04/30,"05:07:37,00",61.473572000,30.460661000,291.500,-0.500,1.900,333.000,78.480
DSC00377.JPG,2020/04/30,"05:07:39,00",61.473862000,30.460432000,291.700,-0.700,2.000,332.000,77.040
DSC00378.JPG,2020/04/30,"05:07:40,00",61.474075000,30.460264000,291.600,0.700,1.900,336.000,79.920
DSC00379.JPG,2020/04/30,"05:07:42,00",61.474335000,30.460064000,291.500,-0.100,2.600,333.000,77.760
DSC00380.JPG,2020/04/30,"05:07:43,00",61.474594000,30.459856000,291.800,0.500,2.400,333.000,79.920
DSC00381.JPG,2020/04/30,"05:07:45,00",61.474838000,30.459661000,291.800,3.000,1.200,334.000,79.920
DSC00382.JPG,2020/04/30,"05:07:46,00",61.475113000,30.459463000,291.800,-1.600,2.400,338.000,81.000
DSC00383.JPG,2020/04/30,"05:07:48,00",61.475372000,30.459261000,291.800,0.000,2.100,340.000,79.920
DSC00384.JPG,2020/04/30,"05:07:50,00",61.475632000,30.459074000,292.400,3.400,1.300,330.000,77.400
DSC00385.JPG,2020/04/30,"05:07:51,00",61.475857000,30.458853000,293.000,0.700,0.200,335.000,78.480
DSC00386.JPG,2020/04/30,"05:07:53,00",61.476139000,30.458624000,293.600,-16.800,-0.700,333.000,81.360
DSC00387.JPG,2020/04/30,"05:07:54,00",61.476368000,30.458363000,293.300,-15.000,-0.800,316.000,80.640
DSC00388.JPG,2020/04/30,"05:07:55,00",61.476566000,30.458035000,293.600,1.800,0.100,316.000,85.680
DSC00389.JPG,2020/04/30,"05:07:57,00",61.476784000,30.457663000,294.300,3.600,-1.300,317.000,83.880
DSC00390.JPG,2020/04/30,"05:07:58,00",61.477005000,30.457327000,294.000,-1.700,-1.000,318.000,83.520
DSC00391.JPG,2020/04/30,"05:07:59,00",61.477222000,30.456972000,293.600,-4.900,0.400,317.000,83.880
DSC00392.JPG,2020/04/30,"05:08:01,00",61.477417000,30.456642000,293.600,-5.800,-1.300,312.000,83.160
DSC00393.JPG,2020/04/30,"05:08:02,00",61.477615000,30.456259000,293.100,-5.200,0.600,313.000,83.520
DSC00394.JPG,2020/04/30,"05:08:03,00",61.477798000,30.455845000,294.100,3.000,-0.900,309.000,82.800
DSC00395.JPG,2020/04/30,"05:08:05,00",61.477985000,30.455450000,293.700,1.800,-0.100,311.000,80.280
DSC00396.JPG,2020/04/30,"05:08:06,00",61.478184000,30.455029000,292.400,-0.400,0.500,313.000,78.840
DSC00397.JPG,2020/04/30,"05:08:08,00",61.478374000,30.454613000,291.600,-1.900,2.900,311.000,75.960
DSC00398.JPG,2020/04/30,"05:08:09,00",61.478569000,30.454185000,291.400,-0.500,2.500,312.000,73.440
DSC00399.JPG,2020/04/30,"05:08:11,00",61.478737000,30.453785000,291.100,3.300,2.500,312.000,74.880
DSC00400.JPG,2020/04/30,"05:08:12,00",61.478912000,30.453381000,290.800,6.700,4.900,315.000,74.520
DSC00401.JPG,2020/04/30,"05:08:14,00",61.479137000,30.452991000,291.200,23.400,0.900,325.000,76.680
DSC00402.JPG,2020/04/30,"05:08:15,00",61.479351000,30.452620000,290.300,26.100,4.000,338.000,78.840
DSC00403.JPG,2020/04/30,"05:08:16,00",61.479591000,30.452477000,289.900,10.200,5.000,354.000,77.760
DSC00404.JPG,2020/04/30,"05:08:18,00",61.479862000,30.452415000,291.200,-3.200,5.400,352.000,76.320
DSC00405.JPG,2020/04/30,"05:08:20,00",61.480148000,30.452356000,292.800,-8.800,2.900,350.000,77.760
DSC00406.JPG,2020/04/30,"05:08:21,00",61.480389000,30.452255000,293.100,-5.400,1.300,344.000,82.800
DSC00407.JPG,2020/04/30,"05:08:23,00",61.480667000,30.452084000,292.400,-4.300,1.400,338.000,79.560
DSC00408.JPG,2020/04/30,"05:08:24,00",61.480900000,30.451916000,291.600,-1.300,2.900,336.000,81.000
DSC00409.JPG,2020/04/30,"05:08:26,00",61.481167000,30.451708000,291.300,-0.600,4.200,338.000,75.600
DSC00410.JPG,2020/04/30,"05:08:27,00",61.481434000,30.451504000,292.100,1.200,1.600,337.000,79.200
DSC00411.JPG,2020/04/30,"05:08:29,00",61.481667000,30.451330000,293.000,-9.600,0.500,338.000,79.920
DSC00412.JPG,2020/04/30,"05:08:30,00",61.481945000,30.451059000,293.900,-9.900,-0.400,325.000,83.160
DSC00413.JPG,2020/04/30,"05:08:32,00",61.482166000,30.450764000,294.400,-4.100,-0.400,322.000,84.240
DSC00414.JPG,2020/04/30,"05:08:33,00",61.482384000,30.450457000,293.700,0.300,-0.700,325.000,85.680
DSC00415.JPG,2020/04/30,"05:08:34,00",61.482597000,30.450142000,292.800,2.100,0.500,323.000,84.960
DSC00416.JPG,2020/04/30,"05:08:36,00",61.482800000,30.449844000,291.900,-1.000,0.100,320.000,80.640
DSC00417.JPG,2020/04/30,"05:08:37,00",61.483036000,30.449493000,291.900,0.100,0.600,322.000,79.920
DSC00418.JPG,2020/04/30,"05:08:39,00",61.483265000,30.449163000,292.800,0.100,-0.800,323.000,79.560
DSC00419.JPG,2020/04/30,"05:08:41,00",61.483498000,30.448828000,292.800,-0.200,-0.200,323.000,80.280
DSC00420.JPG,2020/04/30,"05:08:42,00",61.483719000,30.448542000,292.500,-2.300,-1.000,323.000,81.360
DSC00421.JPG,2020/04/30,"05:08:44,00",61.483910000,30.448181000,292.100,4.200,0.100,322.000,80.640
DSC00422.JPG,2020/04/30,"05:08:45,00",61.484127000,30.447845000,291.600,4.300,1.400,322.000,77.400
DSC00423.JPG,2020/04/30,"05:08:47,00",61.484375000,30.447569000,292.100,-4.500,1.400,326.000,78.120
DSC00424.JPG,2020/04/30,"05:08:49,00",61.484604000,30.447206000,291.300,-0.900,1.600,319.000,75.960
DSC00425.JPG,2020/04/30,"05:08:50,00",61.484833000,30.446896000,290.100,3.300,2.600,323.000,76.320
DSC00426.JPG,2020/04/30,"05:08:52,00",61.485050000,30.446621000,289.700,-1.000,3.700,325.000,76.680
DSC00427.JPG,2020/04/30,"05:08:53,00",61.485291000,30.446344000,290.000,-2.400,3.400,323.000,79.920
DSC00428.JPG,2020/04/30,"05:08:55,00",61.485493000,30.446060000,289.900,3.000,3.500,329.000,77.040
DSC00429.JPG,2020/04/30,"05:08:56,00",61.485737000,30.445772000,290.100,-17.100,4.000,331.000,78.480
DSC00430.JPG,2020/04/30,"05:08:58,00",61.485958000,30.445389000,290.500,-25.900,2.500,310.000,79.560
DSC00431.JPG,2020/04/30,"05:08:59,00",61.486095000,30.444895000,291.600,-28.600,-1.200,294.000,80.640
DSC00432.JPG,2020/04/30,"05:09:01,00",61.486179000,30.444378000,290.400,-20.600,1.500,280.000,80.280
DSC00433.JPG,2020/04/30,"05:09:02,00",61.486217000,30.443794000,289.600,-21.500,3.700,271.000,82.080
DSC00434.JPG,2020/04/30,"05:09:03,00",61.486191000,30.443262000,289.700,-17.400,3.500,260.000,82.800
DSC00435.JPG,2020/04/30,"05:09:04,00",61.486115000,30.442677000,290.900,-20.000,2.800,248.000,81.000
DSC00436.JPG,2020/04/30,"05:09:05,00",61.485996000,30.442171000,292.000,-16.500,1.900,241.000,78.840
DSC00437.JPG,2020/04/30,"05:09:07,00",61.485832000,30.441648000,293.000,-20.700,0.600,230.000,82.080
DSC00438.JPG,2020/04/30,"05:09:08,00",61.485676000,30.441263000,293.500,-20.900,0.000,222.000,82.080
DSC00439.JPG,2020/04/30,"05:09:09,00",61.485474000,30.440891000,293.700,-15.600,-2.200,211.000,82.080
DSC00440.JPG,2020/04/30,"05:09:10,00",61.485207000,30.440603000,293.300,5.200,1.000,209.000,79.560
DSC00441.JPG,2020/04/30,"05:09:11,00",61.484997000,30.440256000,294.300,9.500,0.300,211.000,85.320
DSC00442.JPG,2020/04/30,"05:09:12,00",61.484791000,30.439968000,295.200,13.900,-0.600,220.000,81.000
DSC00443.JPG,2020/04/30,"05:09:13,00",61.484558000,30.439571000,296.300,6.600,0.300,220.000,79.560
DSC00444.JPG,2020/04/30,"05:09:14,00",61.484360000,30.439188000,297.800,4.000,0.000,227.000,78.840
DSC00445.JPG,2020/04/30,"05:09:16,00",61.484154000,30.438845000,298.000,-0.800,-1.300,226.000,77.760
DSC00446.JPG,2020/04/30,"05:09:17,00",61.483986000,30.438404000,297.900,0.900,-0.200,226.000,77.400
DSC00447.JPG,2020/04/30,"05:09:18,00",61.483791000,30.438007000,298.000,2.500,-0.400,226.000,78.120
DSC00448.JPG,2020/04/30,"05:09:19,00",61.483620000,30.437588000,297.900,5.400,-1.700,230.000,81.000
DSC00449.JPG,2020/04/30,"05:09:20,00",61.483410000,30.437164000,298.200,3.200,-0.500,235.000,80.280
DSC00450.JPG,2020/04/30,"05:09:21,00",61.483246000,30.436768000,298.000,2.000,-0.900,234.000,84.240
DSC00451.JPG,2020/04/30,"05:09:22,00",61.483044000,30.436275000,298.000,-0.600,-1.400,236.000,82.800
DSC00452.JPG,2020/04/30,"05:09:23,00",61.482887000,30.435881000,298.000,0.700,0.000,236.000,83.520
DSC00453.JPG,2020/04/30,"05:09:24,00",61.482708000,30.435432000,298.100,3.200,-0.200,236.000,80.280
DSC00454.JPG,2020/04/30,"05:09:26,00",61.482555000,30.435036000,298.000,2.200,-1.000,242.000,78.480
DSC00455.JPG,2020/04/30,"05:09:27,00",61.482372000,30.434532000,297.600,-3.300,-1.100,236.000,78.480
DSC00456.JPG,2020/04/30,"05:09:28,00",61.482201000,30.434120000,297.400,-1.300,-1.100,240.000,80.280
DSC00457.JPG,2020/04/30,"05:09:29,00",61.482048000,30.433603000,296.400,-1.600,-1.100,237.000,79.200
DSC00458.JPG,2020/04/30,"05:09:30,00",61.481892000,30.433184000,295.100,-0.700,-0.600,239.000,80.640
DSC00459.JPG,2020/04/30,"05:09:31,00",61.481697000,30.432713000,294.300,-0.400,0.400,240.000,82.440
DSC00460.JPG,2020/04/30,"05:09:32,00",61.481537000,30.432293000,293.100,-0.900,1.400,239.000,81.360
DSC00461.JPG,2020/04/30,"05:09:33,00",61.481380000,30.431877000,292.700,0.800,0.800,244.000,81.720
DSC00462.JPG,2020/04/30,"05:09:34,00",61.481194000,30.431368000,293.000,-2.300,1.400,241.000,83.160
DSC00463.JPG,2020/04/30,"05:09:35,00",61.481041000,30.430971000,292.900,-11.600,0.500,241.000,78.120
DSC00464.JPG,2020/04/30,"05:09:36,00",61.480858000,30.430538000,292.700,-23.100,0.000,233.000,78.120
DSC00465.JPG,2020/04/30,"05:09:38,00",61.480663000,30.430208000,292.500,-24.800,-1.000,218.000,78.480
DSC00466.JPG,2020/04/30,"05:09:39,00",61.480389000,30.429888000,292.500,-6.700,1.100,211.000,78.480
DSC00467.JPG,2020/04/30,"05:09:40,00",61.480156000,30.429672000,293.000,-4.100,1.700,208.000,77.400
DSC00468.JPG,2020/04/30,"05:09:41,00",61.479919000,30.429478000,293.200,0.900,0.800,205.000,78.120
DSC00469.JPG,2020/04/30,"05:09:42,00",61.479660000,30.429241000,293.100,4.400,1.900,208.000,77.400
DSC00470.JPG,2020/04/30,"05:09:43,00",61.479424000,30.429049000,292.800,8.700,2.200,207.000,76.680
DSC00471.JPG,2020/04/30,"05:09:44,00",61.479141000,30.428802000,292.600,9.600,2.700,214.000,76.680
DSC00472.JPG,2020/04/30,"05:09:45,00",61.478920000,30.428553000,293.300,11.400,2.600,218.000,75.600
DSC00473.JPG,2020/04/30,"05:09:46,00",61.478657000,30.428268000,294.000,9.500,0.700,224.000,78.120
DSC00474.JPG,2020/04/30,"05:09:47,00",61.478455000,30.427876000,295.100,5.100,1.600,231.000,77.040
DSC00475.JPG,2020/04/30,"05:09:48,00",61.478260000,30.427547000,295.600,-1.900,-0.800,224.000,79.920
DSC00476.JPG,2020/04/30,"05:09:49,00",61.478043000,30.427168000,296.400,1.400,-0.900,231.000,82.440
DSC00477.JPG,2020/04/30,"05:09:50,00",61.477856000,30.426840000,296.300,2.400,-0.400,228.000,80.640
DSC00478.JPG,2020/04/30,"05:09:52,00",61.477615000,30.426411000,296.300,4.300,-1.000,235.000,81.360
DSC00479.JPG,2020/04/30,"05:09:53,00",61.477436000,30.426060000,296.200,1.300,-0.600,232.000,81.720
DSC00480.JPG,2020/04/30,"05:09:54,00",61.477242000,30.425611000,296.300,2.700,0.100,233.000,79.560
DSC00481.JPG,2020/04/30,"05:09:55,00",61.477062000,30.425243000,296.200,0.000,-0.600,236.000,81.360
DSC00482.JPG,2020/04/30,"05:09:56,00",61.476852000,30.424829000,295.200,-1.500,-1.000,235.000,81.000
DSC00483.JPG,2020/04/30,"05:09:57,00",61.476681000,30.424456000,294.100,-4.300,1.300,233.000,77.400
DSC00484.JPG,2020/04/30,"05:09:58,00",61.476456000,30.423990000,293.500,1.400,1.800,234.000,76.680
DSC00485.JPG,2020/04/30,"05:09:59,00",61.476276000,30.423613000,292.800,2.500,2.400,235.000,79.200
DSC00486.JPG,2020/04/30,"05:10:00,00",61.476097000,30.423231000,293.000,8.100,2.600,240.000,75.240
DSC00487.JPG,2020/04/30,"05:10:01,00",61.475899000,30.422775000,292.700,-0.600,3.900,241.000,77.040
DSC00488.JPG,2020/04/30,"05:10:02,00",61.475723000,30.422367000,293.100,-3.700,2.400,237.000,79.200
DSC00489.JPG,2020/04/30,"05:10:03,00",61.475548000,30.421961000,293.100,-0.200,2.500,241.000,79.560
DSC00490.JPG,2020/04/30,"05:10:04,00",61.475368000,30.421564000,293.000,-0.800,0.900,237.000,80.640
DSC00491.JPG,2020/04/30,"05:10:06,00",61.475143000,30.421167000,293.100,-5.700,0.900,236.000,80.640
DSC00492.JPG,2020/04/30,"05:10:07,00",61.474957000,30.420692000,292.900,1.700,0.800,234.000,80.640
DSC00493.JPG,2020/04/30,"05:10:08,00",61.474770000,30.420305000,292.500,7.300,1.500,242.000,82.080
DSC00494.JPG,2020/04/30,"05:10:09,00",61.474586000,30.419922000,292.100,5.600,3.800,238.000,78.840
DSC00495.JPG,2020/04/30,"05:10:10,00",61.474415000,30.419533000,292.400,18.200,1.000,244.000,79.560
DSC00496.JPG,2020/04/30,"05:10:11,00",61.474239000,30.419012000,292.400,13.600,1.400,253.000,81.000
DSC00497.JPG,2020/04/30,"05:10:12,00",61.474113000,30.418585000,293.100,7.000,2.700,256.000,78.480
DSC00498.JPG,2020/04/30,"05:10:13,00",61.473969000,30.418097000,294.300,4.900,1.200,256.000,78.120
DSC00499.JPG,2020/04/30,"05:10:14,00",61.473835000,30.417536000,295.900,3.400,0.000,259.000,79.560
DSC00500.JPG,2020/04/30,"05:10:15,00",61.473740000,30.417080000,296.100,1.400,0.000,261.000,81.000
